Geneid	Chr	Start	End	Strand	Length	SRR6344904	SRR6344905	SRR6344906	SRR6344910	SRR6344912	SRR6344913
G372_RS0101525	NZ_ARQK01000028.1	31884	32330	+	447	754	820	657	1854	2233	583
G372_RS0101530	NZ_ARQK01000028.1	32419	33780	+	1362	1964	2092	1880	3716	4284	1259
G372_RS0101535	NZ_ARQK01000028.1	33792	34898	+	1107	70	174	50	100	104	54
G372_RS0101540	NZ_ARQK01000029.1	1	321	+	321	248	356	194	173	165	72
G372_RS0101545	NZ_ARQK01000029.1	398	775	-	378	154	128	143	184	127	152
G372_RS0101550	NZ_ARQK01000029.1	778	1020	-	243	122	166	151	241	244	187
G372_RS0101555	NZ_ARQK01000029.1	1203	1739	-	537	103	111	110	174	197	107
G372_RS0101560	NZ_ARQK01000029.1	1739	2167	-	429	85	83	87	72	97	63
G372_RS0101565	NZ_ARQK01000029.1	2302	3381	+	1080	1940	2184	1880	1329	2164	939
G372_RS0101570	NZ_ARQK01000029.1	3493	3696	-	204	399	186	337	180	226	147
G372_RS0101575	NZ_ARQK01000029.1	4053	4427	+	375	52	71	52	69	60	33
G372_RS0101580	NZ_ARQK01000029.1	4528	5055	-	528	110	198	98	128	124	76
G372_RS0101585	NZ_ARQK01000029.1	5168	5746	-	579	380	314	312	303	350	166
G372_RS0101590	NZ_ARQK01000029.1	5896	6633	+	738	539	623	560	561	612	357
G372_RS0101595	NZ_ARQK01000029.1	6744	7511	-	768	272	203	162	431	333	260
G372_RS0101600	NZ_ARQK01000029.1	7901	8098	+	198	395	263	408	385	324	227
G372_RS0101605	NZ_ARQK01000029.1	8183	9475	-	1293	21529	26882	20018	9722	9051	5930
G372_RS0101610	NZ_ARQK01000029.1	9498	9809	-	312	12059	8435	13056	5317	3268	3262
G372_RS0101615	NZ_ARQK01000029.1	10036	10344	+	309	527	559	573	392	292	276
G372_RS0101620	NZ_ARQK01000029.1	10384	10773	-	390	213	261	213	129	85	126
G372_RS0101625	NZ_ARQK01000029.1	10784	11095	-	312	164	198	107	96	44	77
G372_RS0101630	NZ_ARQK01000029.1	11192	11515	+	324	76	100	92	490	193	207
G372_RS0101635	NZ_ARQK01000029.1	11515	12228	+	714	185	300	162	574	375	141
G372_RS0101640	NZ_ARQK01000029.1	12272	13591	+	1320	194	202	174	678	526	293
G372_RS0101645	NZ_ARQK01000029.1	13715	14968	-	1254	39	74	29	77	62	39
G372_RS0101650	NZ_ARQK01000029.1	14997	18917	-	3921	265	385	208	378	327	161
G372_RS0101655	NZ_ARQK01000029.1	18920	19501	-	582	140	178	129	144	187	84
G372_RS0101660	NZ_ARQK01000029.1	19508	21268	-	1761	537	553	463	652	579	249
G372_RS0101665	NZ_ARQK01000029.1	21347	23539	-	2193	208	339	194	191	149	156
G372_RS0101670	NZ_ARQK01000029.1	23920	25305	-	1386	4881	6336	4712	7558	11284	2224
G372_RS0101675	NZ_ARQK01000029.1	25305	25613	-	309	2351	1059	1969	3012	1985	800
G372_RS0101680	NZ_ARQK01000029.1	25613	26743	-	1131	2234	2316	1818	3617	4728	801
G372_RS0101685	NZ_ARQK01000029.1	27135	27713	+	579	1041	607	895	489	294	449
G372_RS0101690	NZ_ARQK01000029.1	27826	28917	+	1092	572	474	435	526	561	332
G372_RS0101695	NZ_ARQK01000029.1	28927	29703	+	777	148	270	105	130	134	103
G372_RS0101700	NZ_ARQK01000029.1	29825	30541	+	717	202	262	221	217	123	163
G372_RS0101705	NZ_ARQK01000029.1	30644	32776	+	2133	574	627	586	375	202	390
G372_RS0101710	NZ_ARQK01000029.1	32799	33497	+	699	60	79	31	39	27	19
G372_RS0101715	NZ_ARQK01000029.1	33524	34315	-	792	342	251	361	198	157	146
G372_RS0101720	NZ_ARQK01000029.1	34612	35037	+	426	275	176	298	363	266	138
G372_RS0101725	NZ_ARQK01000030.1	248	1327	-	1080	2333	2281	2313	1853	1665	1153
G372_RS0101730	NZ_ARQK01000030.1	1367	2527	-	1161	3091	4787	3233	2730	2614	1451
G372_RS0101735	NZ_ARQK01000030.1	2568	3650	-	1083	2966	3813	2948	2789	3103	1380
G372_RS0101740	NZ_ARQK01000030.1	3650	6253	-	2604	5564	7684	5423	8222	8386	4008
G372_RS0101745	NZ_ARQK01000030.1	6396	7472	-	1077	889	1623	787	1053	1406	622
G372_RS0101750	NZ_ARQK01000030.1	7488	9836	-	2349	323	469	279	343	430	270
G372_RS0101755	NZ_ARQK01000030.1	9950	10513	+	564	307	253	292	306	203	224
G372_RS0101760	NZ_ARQK01000030.1	10586	11299	-	714	540	801	559	459	436	323
G372_RS0101765	NZ_ARQK01000030.1	11295	12542	-	1248	702	518	556	932	764	619
G372_RS0101770	NZ_ARQK01000030.1	12673	13029	+	357	192	322	170	197	187	121
G372_RS0101775	NZ_ARQK01000030.1	13029	14096	+	1068	1256	875	1061	802	565	619
G372_RS0101780	NZ_ARQK01000030.1	14106	15002	+	897	233	325	208	177	160	89
G372_RS0101785	NZ_ARQK01000030.1	15096	18566	+	3471	1529	1761	1337	1619	2039	600
G372_RS0101790	NZ_ARQK01000030.1	18570	19229	+	660	596	745	484	456	452	260
G372_RS0101795	NZ_ARQK01000030.1	19275	20237	-	963	1226	1179	1143	1422	1283	687
G372_RS0101800	NZ_ARQK01000030.1	20250	20945	-	696	185	156	149	302	303	122
G372_RS0101805	NZ_ARQK01000030.1	20945	21928	-	984	383	333	336	746	646	255
G372_RS0101810	NZ_ARQK01000030.1	22361	25234	+	2874	3659	3365	3075	4891	3810	2399
G372_RS0101815	NZ_ARQK01000030.1	25321	25812	-	492	1020	1392	955	898	1086	505
G372_RS0101820	NZ_ARQK01000030.1	26038	27288	+	1251	475	369	359	290	246	250
G372_RS0101825	NZ_ARQK01000030.1	27296	27652	+	357	314	202	275	279	112	225
G372_RS0101830	NZ_ARQK01000030.1	27675	28091	-	417	999	833	816	1030	837	709
G372_RS0101835	NZ_ARQK01000030.1	28189	28410	-	222	972	894	920	912	993	661
G372_RS0101840	NZ_ARQK01000030.1	28511	28966	-	456	1439	1378	1428	1279	1268	894
G372_RS0101845	NZ_ARQK01000030.1	29055	29783	-	729	398	378	343	239	185	148
G372_RS0101850	NZ_ARQK01000030.1	29783	30580	-	798	602	788	521	513	439	321
G372_RS0101855	NZ_ARQK01000030.1	30580	31494	-	915	924	671	923	782	592	556
G372_RS0101860	NZ_ARQK01000030.1	31505	32245	-	741	1270	1017	1236	977	820	657
G372_RS0101865	NZ_ARQK01000030.1	32249	33352	-	1104	2013	2606	1896	1449	1309	971
G372_RS0101870	NZ_ARQK01000030.1	33358	35502	-	2145	3979	4582	4065	3289	3065	2057
G372_RS0101875	NZ_ARQK01000030.1	35584	36357	-	774	1801	1702	1796	1354	1194	694
G372_RS0101880	NZ_ARQK01000030.1	36463	36840	-	378	375	988	437	437	954	239
G372_RS0101885	NZ_ARQK01000030.1	36903	37661	-	759	366	894	376	294	507	185
G372_RS0101890	NZ_ARQK01000030.1	37661	38482	-	822	788	1089	829	651	642	410
G372_RS0101895	NZ_ARQK01000030.1	38472	39743	-	1272	1035	1275	1024	913	540	689
G372_RS0101900	NZ_ARQK01000031.1	136	1053	-	918	1031	1151	1044	1605	1459	722
G372_RS0101905	NZ_ARQK01000031.1	1070	3994	-	2925	885	1089	910	730	584	445
G372_RS0101910	NZ_ARQK01000031.1	4142	5176	+	1035	869	928	806	406	386	305
G372_RS0101915	NZ_ARQK01000031.1	5386	7062	+	1677	773	717	718	727	500	388
G372_RS0101920	NZ_ARQK01000031.1	7067	8179	+	1113	398	531	341	208	200	110
G372_RS0101925	NZ_ARQK01000031.1	8294	10078	+	1785	427	557	339	483	496	318
G372_RS0101930	NZ_ARQK01000031.1	10078	14223	+	4146	488	948	494	778	689	400
G372_RS0101935	NZ_ARQK01000031.1	14299	14796	-	498	497	544	519	811	674	309
G372_RS0101940	NZ_ARQK01000031.1	14987	15625	-	639	19294	13139	18777	12382	7004	8499
G372_RS0101945	NZ_ARQK01000031.1	16043	17701	-	1659	18238	19969	18804	12947	13378	7307
G372_RS0101950	NZ_ARQK01000031.1	17754	18041	-	288	1646	1450	1587	1092	1498	627
G372_RS0101955	NZ_ARQK01000031.1	18181	18663	-	483	109	173	113	97	98	62
G372_RS0101960	NZ_ARQK01000031.1	18854	19405	+	552	269	201	266	236	265	89
G372_RS0101965	NZ_ARQK01000031.1	19417	20808	+	1392	390	581	333	401	385	207
G372_RS0101970	NZ_ARQK01000031.1	20851	21675	+	825	284	344	242	204	118	99
G372_RS0101975	NZ_ARQK01000031.1	21695	22036	+	342	128	90	137	381	304	160
G372_RS0101980	NZ_ARQK01000031.1	22027	24399	+	2373	2134	2294	1976	2378	2796	1123
G372_RS0101985	NZ_ARQK01000031.1	24399	24962	+	564	284	548	348	366	485	161
G372_RS0101990	NZ_ARQK01000031.1	24959	25840	-	882	178	161	126	233	234	149
G372_RS0101995	NZ_ARQK01000031.1	25959	26366	+	408	170	130	153	281	232	174
G372_RS0102000	NZ_ARQK01000031.1	26369	26803	+	435	302	279	239	367	380	203
G372_RS0102005	NZ_ARQK01000031.1	26837	27376	-	540	628	386	581	777	571	515
G372_RS0102010	NZ_ARQK01000031.1	27487	29604	-	2118	19608	18519	22171	9607	7819	6421
G372_RS0102015	NZ_ARQK01000031.1	29641	30180	-	540	3762	3818	3842	1743	1179	1223
G372_RS0102020	NZ_ARQK01000031.1	30183	30761	-	579	2441	4129	3231	1325	1825	792
G372_RS0102025	NZ_ARQK01000031.1	30764	31324	-	561	3846	4853	4273	1453	1310	1234
G372_RS0102030	NZ_ARQK01000031.1	31324	32388	-	1065	10411	11116	10015	5805	4557	4978
G372_RS0102035	NZ_ARQK01000031.1	32532	34901	+	2370	2889	3474	2719	4007	2940	2862
G372_RS0102040	NZ_ARQK01000031.1	34904	35530	+	627	799	727	723	1138	992	723
G372_RS0102045	NZ_ARQK01000031.1	35583	36638	-	1056	2324	3978	2042	3784	5170	1533
G372_RS0102050	NZ_ARQK01000031.1	36650	38050	-	1401	2966	2850	2587	6185	6658	2791
G372_RS0102055	NZ_ARQK01000031.1	38443	38883	-	441	2738	4756	2415	4877	5781	1995
G372_RS0102060	NZ_ARQK01000031.1	38930	39142	-	213	1040	811	1100	2402	1806	1354
G372_RS0102065	NZ_ARQK01000031.1	39319	40440	+	1122	592	1085	454	599	460	381
G372_RS0102070	NZ_ARQK01000031.1	40433	41620	+	1188	1429	1059	1316	1257	912	837
G372_RS0102075	NZ_ARQK01000031.1	41635	43324	+	1690	672	917	589	563	477	334
G372_RS14415	NZ_ARQK01000032.1	4	316	-	313	25	9	30	9	19	14
G372_RS0102085	NZ_ARQK01000032.1	551	1030	-	480	420	1125	357	777	787	374
G372_RS0102090	NZ_ARQK01000032.1	1148	3067	-	1920	2072	2156	1865	2169	2787	885
G372_RS0102095	NZ_ARQK01000032.1	3119	3989	-	871	61	101	62	248	164	136
G372_RS0102100	NZ_ARQK01000032.1	4109	4789	-	681	2743	2910	2652	7199	4144	5101
G372_RS0102105	NZ_ARQK01000032.1	5050	5736	-	687	46018	52432	42181	54622	38142	35058
G372_RS0102110	NZ_ARQK01000032.1	5767	6579	-	813	30461	45024	28411	40748	32021	23154
G372_RS0102115	NZ_ARQK01000032.1	6953	7525	-	573	264	366	234	373	528	154
G372_RS0102120	NZ_ARQK01000032.1	7528	7890	-	363	1925	2177	2019	4426	5414	1601
G372_RS0102125	NZ_ARQK01000032.1	7903	8667	-	765	679	1223	596	1581	2170	615
G372_RS0102130	NZ_ARQK01000032.1	8679	9185	-	507	2474	2624	2182	6068	7551	1872
G372_RS0102135	NZ_ARQK01000032.1	9230	9484	-	255	2616	2371	2537	8394	9897	2348
G372_RS0102140	NZ_ARQK01000032.1	9590	10975	-	1386	2351	3325	2005	5762	6073	2641
G372_RS0102145	NZ_ARQK01000032.1	11140	11937	+	798	508	544	483	387	334	206
G372_RS0102150	NZ_ARQK01000032.1	12040	13323	+	1284	164	232	202	205	159	130
G372_RS0102155	NZ_ARQK01000032.1	13326	14669	+	1344	491	552	482	343	243	251
G372_RS0102160	NZ_ARQK01000032.1	15387	15989	-	603	2718	3452	2825	1770	2135	944
G372_RS0102165	NZ_ARQK01000032.1	16033	16332	-	300	490	643	536	601	732	441
G372_RS0102170	NZ_ARQK01000032.1	16401	17750	-	1350	4142	3893	4411	3435	2520	2438
G372_RS0102175	NZ_ARQK01000032.1	17909	18325	-	417	12504	6358	17366	7104	3205	4772
G372_RS0102180	NZ_ARQK01000032.1	18576	18845	+	270	127	102	106	137	69	87
G372_RS0102185	NZ_ARQK01000032.1	18858	19748	+	891	225	278	222	228	242	116
G372_RS0102190	NZ_ARQK01000032.1	19764	21662	+	1899	872	945	705	983	830	561
G372_RS0102195	NZ_ARQK01000032.1	21707	22087	+	381	250	183	189	373	312	179
G372_RS0102200	NZ_ARQK01000032.1	22139	23554	-	1416	1003	1146	888	687	666	512
G372_RS0102205	NZ_ARQK01000032.1	23646	24119	-	474	253	370	263	120	108	77
G372_RS0102210	NZ_ARQK01000032.1	24170	24721	-	552	132	168	147	107	87	61
G372_RS0102215	NZ_ARQK01000032.1	24951	25826	+	876	1436	1201	1492	1444	1319	903
G372_RS0102220	NZ_ARQK01000032.1	25838	27001	+	1164	6279	5873	5836	4692	3608	2744
G372_RS0102225	NZ_ARQK01000032.1	27166	27879	+	714	386	279	361	588	567	379
G372_RS0102230	NZ_ARQK01000032.1	27925	28134	-	210	25	25	24	29	59	17
G372_RS0102260	NZ_ARQK01000032.1	33837	35042	-	1206	784	622	667	1085	1068	368
G372_RS0102265	NZ_ARQK01000032.1	35220	36359	+	1140	633	566	503	687	781	445
G372_RS0102270	NZ_ARQK01000032.1	36421	36798	-	378	5514	5208	5916	4618	4377	3742
G372_RS0102275	NZ_ARQK01000032.1	36893	37321	-	429	307	505	269	318	493	161
G372_RS0102280	NZ_ARQK01000032.1	37321	37986	-	666	203	170	172	275	335	134
G372_RS0102285	NZ_ARQK01000032.1	38098	39150	-	1053	725	807	679	748	591	331
G372_RS0102290	NZ_ARQK01000032.1	39251	39763	+	513	533	448	500	619	531	359
G372_RS0102295	NZ_ARQK01000032.1	39803	40318	+	516	462	262	390	426	314	271
G372_RS0102300	NZ_ARQK01000032.1	40334	42598	-	2265	2153	2407	2017	1788	1546	1104
G372_RS0102305	NZ_ARQK01000032.1	42622	43185	-	564	1180	853	1067	995	643	836
G372_RS14145	NZ_ARQK01000032.1	43633	43736	+	104	1	2	1	10	18	2
G372_RS13455	NZ_ARQK01000033.1	4	96	-	93	260	536	285	950	1066	428
G372_RS0102335	NZ_ARQK01000033.1	722	2437	+	1716	4655	4944	4487	4165	3095	3383
G372_RS0102340	NZ_ARQK01000033.1	2504	3712	+	1209	4060	3910	4231	1903	1120	1427
G372_RS0102345	NZ_ARQK01000033.1	3717	4577	+	861	966	930	790	576	439	357
G372_RS0102350	NZ_ARQK01000033.1	4584	5189	+	606	320	641	295	204	194	154
G372_RS0102355	NZ_ARQK01000033.1	5341	6108	+	768	874	597	784	601	407	457
G372_RS0102360	NZ_ARQK01000033.1	6137	7135	-	999	164	314	136	335	228	178
G372_RS0102365	NZ_ARQK01000033.1	7119	8327	-	1209	310	653	290	520	748	272
G372_RS0102370	NZ_ARQK01000033.1	8352	11135	-	2784	5947	5858	6307	10462	10273	5379
G372_RS0102375	NZ_ARQK01000033.1	11251	12138	-	888	613	550	608	1403	1148	775
G372_RS0102380	NZ_ARQK01000033.1	12187	12612	+	426	478	959	376	464	333	273
G372_RS0102385	NZ_ARQK01000033.1	12631	13551	-	921	8839	5132	8730	9318	6254	6183
G372_RS0102390	NZ_ARQK01000033.1	13675	14829	-	1155	2310	4063	2760	1808	1834	811
G372_RS0102395	NZ_ARQK01000033.1	14924	16156	-	1233	969	1137	1172	789	806	440
G372_RS0102400	NZ_ARQK01000033.1	16183	16902	-	720	101	354	116	95	104	44
G372_RS0102405	NZ_ARQK01000033.1	16965	17903	-	939	499	806	526	318	350	214
G372_RS0102410	NZ_ARQK01000033.1	17903	18859	-	957	93	285	104	102	94	48
G372_RS0102415	NZ_ARQK01000033.1	18859	20292	-	1434	535	1080	518	459	662	244
G372_RS0102420	NZ_ARQK01000033.1	20292	21389	-	1098	69	208	69	80	70	37
G372_RS0102425	NZ_ARQK01000033.1	21389	22588	-	1200	759	891	811	627	795	390
G372_RS0102430	NZ_ARQK01000033.1	22588	23931	-	1344	595	605	692	494	501	359
G372_RS0102435	NZ_ARQK01000033.1	23939	25018	-	1080	337	297	412	273	287	132
G372_RS0102440	NZ_ARQK01000033.1	25002	26372	-	1371	523	895	606	379	450	276
G372_RS0102445	NZ_ARQK01000033.1	26372	27886	-	1515	165	269	165	138	130	107
G372_RS0102450	NZ_ARQK01000033.1	27886	29598	-	1713	715	1137	817	572	553	388
G372_RS0102455	NZ_ARQK01000033.1	29589	29870	-	282	112	121	107	90	73	64
G372_RS0102460	NZ_ARQK01000033.1	29873	30799	-	927	246	343	253	161	135	137
G372_RS0102465	NZ_ARQK01000033.1	30805	31242	-	438	989	814	1275	734	559	553
G372_RS0102470	NZ_ARQK01000033.1	31932	32765	-	834	118	208	104	147	269	91
G372_RS0102475	NZ_ARQK01000033.1	32846	34708	+	1863	1495	1468	1326	1461	1114	724
G372_RS0102480	NZ_ARQK01000033.1	34715	35068	+	354	225	850	155	249	290	156
G372_RS0102485	NZ_ARQK01000033.1	35068	36459	+	1392	355	632	310	523	703	298
G372_RS0102490	NZ_ARQK01000033.1	36458	36889	-	432	360	425	383	488	653	206
G372_RS0102495	NZ_ARQK01000033.1	36889	37512	-	624	3502	2779	3248	2853	4223	1513
G372_RS0102500	NZ_ARQK01000033.1	37621	38361	-	741	10591	17438	11211	6788	14446	2932
G372_RS0102505	NZ_ARQK01000033.1	38364	39770	-	1407	9510	12498	8990	5867	13457	1925
G372_RS0102510	NZ_ARQK01000033.1	39773	40372	-	600	6147	4582	4997	4380	6093	1718
G372_RS0102515	NZ_ARQK01000033.1	40708	41454	-	747	313	250	261	193	126	97
G372_RS0102520	NZ_ARQK01000033.1	41678	42799	+	1122	1119	1208	1069	667	735	481
G372_RS0102525	NZ_ARQK01000033.1	42848	43753	-	906	220	257	186	163	193	129
G372_RS0102530	NZ_ARQK01000033.1	43760	44125	-	366	172	200	161	94	59	43
G372_RS0102535	NZ_ARQK01000033.1	44237	45655	-	1419	624	699	603	201	247	152
G372_RS0102550	NZ_ARQK01000034.1	199	1110	-	912	178	172	139	119	74	76
G372_RS0102555	NZ_ARQK01000034.1	1103	2491	-	1389	419	374	382	247	217	169
G372_RS0102560	NZ_ARQK01000034.1	2669	3589	+	921	127	160	112	132	113	100
G372_RS0102565	NZ_ARQK01000034.1	4157	5254	+	1098	806	731	676	1864	2088	1101
G372_RS0102570	NZ_ARQK01000034.1	5332	5721	+	390	1258	1662	1368	1396	1375	688
G372_RS0102575	NZ_ARQK01000034.1	5843	7198	+	1356	1968	2112	1877	2846	2535	1415
G372_RS0102580	NZ_ARQK01000034.1	7252	7776	+	525	2604	2471	2773	1273	1290	760
G372_RS0102585	NZ_ARQK01000034.1	7858	9366	+	1509	1639	2154	1462	2075	2009	1157
G372_RS0102590	NZ_ARQK01000034.1	9593	11965	+	2373	6351	6940	6194	6474	5022	4453
G372_RS0102595	NZ_ARQK01000034.1	12009	15551	+	3543	3762	3997	4011	2872	1952	1906
G372_RS0102600	NZ_ARQK01000034.1	15631	16692	-	1062	156	276	169	185	234	128
G372_RS0102605	NZ_ARQK01000034.1	16878	17798	-	921	333	589	284	216	259	143
G372_RS0102610	NZ_ARQK01000034.1	17798	18967	-	1170	114	113	99	75	91	43
G372_RS0102620	NZ_ARQK01000034.1	19113	19724	-	612	92	67	78	77	31	78
G372_RS0102625	NZ_ARQK01000034.1	20229	21041	-	813	17	26	33	22	24	15
G372_RS0102630	NZ_ARQK01000034.1	21035	21340	-	306	3	2	5	2	6	2
G372_RS0102635	NZ_ARQK01000034.1	21388	23895	-	2508	214	146	188	175	134	147
G372_RS0102640	NZ_ARQK01000034.1	23891	24595	-	705	92	125	82	83	71	59
G372_RS0102645	NZ_ARQK01000034.1	24647	25123	+	477	89	92	79	60	32	62
G372_RS0102650	NZ_ARQK01000034.1	25150	25593	-	444	75	63	58	64	54	56
G372_RS0102655	NZ_ARQK01000034.1	26138	26989	+	852	865	1549	702	608	647	454
G372_RS0102660	NZ_ARQK01000034.1	26989	27807	+	819	356	395	324	301	218	210
G372_RS0102665	NZ_ARQK01000034.1	27842	28330	-	489	242	328	247	225	330	115
G372_RS0102670	NZ_ARQK01000034.1	28493	30175	+	1683	1900	2755	1714	1018	1217	696
G372_RS0102675	NZ_ARQK01000034.1	30264	31103	-	840	225	287	231	358	657	180
G372_RS0102680	NZ_ARQK01000034.1	31647	32234	+	588	145	161	111	171	176	127
G372_RS0102685	NZ_ARQK01000034.1	32617	33690	-	1074	1392	1436	1230	292	329	185
G372_RS13755	NZ_ARQK01000034.1	34237	34539	-	303	131	217	150	226	214	114
G372_RS0102690	NZ_ARQK01000034.1	34517	34792	-	276	17	30	13	58	50	32
G372_RS0102695	NZ_ARQK01000034.1	35205	35654	-	450	14441	10911	11879	7118	5665	3941
G372_RS0102700	NZ_ARQK01000034.1	36073	37428	-	1356	569	819	551	428	484	192
G372_RS0102705	NZ_ARQK01000034.1	37443	38798	-	1356	271	367	316	355	426	214
G372_RS0102710	NZ_ARQK01000034.1	39216	39926	+	711	43	52	32	42	35	20
G372_RS0102715	NZ_ARQK01000034.1	39926	42463	+	2538	128	222	135	178	153	94
G372_RS0102720	NZ_ARQK01000034.1	42622	43764	+	1143	95	177	67	68	130	39
G372_RS0102725	NZ_ARQK01000034.1	43869	44066	-	198	55	51	51	41	42	22
G372_RS0102730	NZ_ARQK01000034.1	44353	45324	+	972	282	427	235	1144	1155	735
G372_RS0102735	NZ_ARQK01000034.1	45392	45982	+	591	41	65	36	306	226	188
G372_RS0102740	NZ_ARQK01000034.1	46360	46842	+	483	783	1188	748	3224	4377	1408
G372_RS0102745	NZ_ARQK01000035.1	1	1592	+	1592	678	916	659	769	746	459
G372_RS0102750	NZ_ARQK01000035.1	1728	1994	-	267	653	813	509	2460	2542	821
G372_RS0102755	NZ_ARQK01000035.1	2156	2683	+	528	581	739	556	475	789	203
G372_RS0102760	NZ_ARQK01000035.1	2736	4946	-	2211	494	692	497	455	391	162
G372_RS0102765	NZ_ARQK01000035.1	5124	7919	+	2796	2529	2793	2313	2397	1910	1452
G372_RS0102770	NZ_ARQK01000035.1	7957	9255	+	1299	1278	1277	1238	1303	1222	744
G372_RS0102775	NZ_ARQK01000035.1	9408	11090	-	1683	863	834	793	1021	1048	567
G372_RS0102780	NZ_ARQK01000035.1	11093	11710	-	618	207	261	159	135	94	73
G372_RS0102785	NZ_ARQK01000035.1	11721	12467	-	747	678	512	592	606	403	360
G372_RS0102790	NZ_ARQK01000035.1	12473	12835	-	363	123	124	112	197	159	84
G372_RS0102795	NZ_ARQK01000035.1	13033	13935	-	903	240	171	207	206	151	129
G372_RS0102800	NZ_ARQK01000035.1	14208	15215	-	1008	234	189	225	98	74	113
G372_RS0102805	NZ_ARQK01000035.1	15412	15825	-	414	353	411	472	115	76	101
G372_RS0102810	NZ_ARQK01000035.1	16235	17776	-	1542	343	272	296	183	123	209
G372_RS13465	NZ_ARQK01000035.1	17802	18260	-	459	1065	949	959	491	319	313
G372_RS0102820	NZ_ARQK01000035.1	19001	21463	+	2463	400	295	355	210	121	179
G372_RS0102825	NZ_ARQK01000035.1	21858	22115	+	258	95	167	124	89	54	73
G372_RS0102830	NZ_ARQK01000035.1	22115	24427	+	2313	188	368	148	127	76	73
G372_RS0102835	NZ_ARQK01000035.1	24434	24685	+	252	11	22	9	3	0	0
G372_RS0102840	NZ_ARQK01000035.1	24685	25770	+	1086	61	127	50	35	31	22
G372_RS0102845	NZ_ARQK01000035.1	25770	26771	+	1002	102	284	76	66	70	46
G372_RS0102850	NZ_ARQK01000035.1	26890	27099	+	210	107	110	110	54	56	45
G372_RS0102855	NZ_ARQK01000035.1	27280	28227	+	948	960	1087	937	927	944	449
G372_RS0102860	NZ_ARQK01000035.1	28306	29133	+	828	222	353	212	179	157	130
G372_RS0102865	NZ_ARQK01000035.1	29199	30152	+	954	165	139	90	92	125	60
G372_RS0102870	NZ_ARQK01000035.1	30164	30796	-	633	159	180	153	183	154	80
G372_RS0102875	NZ_ARQK01000035.1	30900	31670	+	771	688	606	704	592	645	208
G372_RS0102880	NZ_ARQK01000035.1	31692	33113	+	1422	919	865	874	2318	2055	1198
G372_RS14285	NZ_ARQK01000035.1	33300	33461	-	162	3271	4048	3205	10091	12671	5071
G372_RS0102890	NZ_ARQK01000035.1	33557	34066	-	510	2032	2553	2219	13226	7427	8283
G372_RS0102895	NZ_ARQK01000035.1	34086	34433	-	348	1131	1332	1091	7912	6885	3221
G372_RS0102900	NZ_ARQK01000035.1	34593	36488	-	1896	9313	10055	8215	64728	37996	31357
G372_RS0102905	NZ_ARQK01000035.1	36491	36967	-	477	1304	1542	1206	9941	3856	4123
G372_RS0102910	NZ_ARQK01000035.1	37010	37780	-	771	1954	1771	1529	6568	2124	2956
G372_RS0102915	NZ_ARQK01000035.1	38354	39541	+	1188	4948	4856	4623	4105	2619	2652
G372_RS0102920	NZ_ARQK01000035.1	39615	40217	-	603	2927	4057	2712	1645	1492	1131
G372_RS0102925	NZ_ARQK01000035.1	40349	40882	-	534	906	1046	885	1273	1245	740
G372_RS0102930	NZ_ARQK01000035.1	41108	43966	+	2859	3021	3609	2933	2488	1314	2191
G372_RS0102935	NZ_ARQK01000035.1	44254	44982	+	729	1019	1355	937	1193	988	846
G372_RS0102940	NZ_ARQK01000035.1	45003	45983	+	981	1358	1110	1242	1328	986	945
G372_RS0102945	NZ_ARQK01000035.1	46057	47220	-	1164	858	1035	820	551	649	377
G372_RS0102950	NZ_ARQK01000036.1	140	1339	-	1200	308	649	249	251	288	133
G372_RS0102955	NZ_ARQK01000036.1	1329	2780	-	1452	1434	1430	1254	1767	1564	851
G372_RS0102960	NZ_ARQK01000036.1	2834	4021	-	1188	1590	2232	1433	1656	1569	835
G372_RS0102965	NZ_ARQK01000036.1	4039	4650	-	612	434	532	440	667	571	411
G372_RS0102970	NZ_ARQK01000036.1	4696	5976	-	1281	1663	1642	1628	2764	2595	1672
G372_RS0102975	NZ_ARQK01000036.1	6201	7391	-	1191	2099	4178	2084	1893	2075	1038
G372_RS0102980	NZ_ARQK01000036.1	7384	8151	-	768	2508	2234	2291	2650	2215	1823
G372_RS0102985	NZ_ARQK01000036.1	8154	9284	-	1131	3453	2903	3063	5162	5589	2774
G372_RS0102990	NZ_ARQK01000036.1	9420	9848	-	429	793	703	750	1394	2098	454
G372_RS0102995	NZ_ARQK01000036.1	10024	10644	-	621	1582	1668	1339	3066	2706	1639
G372_RS0103000	NZ_ARQK01000036.1	10713	12797	-	2085	8448	8877	8501	12108	11191	4450
G372_RS0103005	NZ_ARQK01000036.1	12926	13192	-	267	975	701	1006	6646	7208	1914
G372_RS0103010	NZ_ARQK01000036.1	13307	14263	-	957	64	108	63	110	155	58
G372_RS0103015	NZ_ARQK01000036.1	14284	14724	-	441	549	488	585	690	633	309
G372_RS0103020	NZ_ARQK01000036.1	14727	17444	-	2718	4821	6611	4807	7271	8207	2823
G372_RS0103025	NZ_ARQK01000036.1	17529	19013	-	1485	2468	3091	2528	8016	10719	2562
G372_RS0103030	NZ_ARQK01000036.1	19076	19528	-	453	222	187	179	1914	2263	649
G372_RS0103040	NZ_ARQK01000036.1	19909	20250	-	342	723	812	759	675	760	407
G372_RS0103045	NZ_ARQK01000036.1	20257	21702	-	1446	3025	2102	3091	1861	1550	1062
