#NAME	EP1910	RMT	KJB3	TJR	IB5	ALIDNA	IG7	B314	VS15G	NZC319	FB	E321	KJB23	KJB24	JW	IV	KV	EW	LW	RH	LH	GZ	RJ	LP	DS	MM	MN	BB
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidetes VC2.1 Bac22;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidetes VC2.1 Bac22;uncultured bacterium;uncultured bacterium	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	6	0	0	0	0	12	2	3	0	4	4	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidetes VC2.1 Bac22;uncultured Bacteroidetes bacterium;uncultured Bacteroidetes bacterium	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;NA;NA	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Haliscomenobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella	0	0	0	0	0	0	0	0	1	0	0	7	1	8	0	0	2	3	0	57	0	0	0	0	0	1	0	3
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter	0	9	0	0	0	0	4	1	0	0	1	0	0	1	4	16	0	3	2	81	11	16	2	0	0	2	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured	0	9	2	2	5	0	3	6	0	0	5	1	6	5	0	2	22	20	3	405	0	0	0	0	139	16	0	4
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;uncultured;NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;uncultured;uncultured bacterium	0	3	0	0	1	0	3	1	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;uncultured;uncultured organism	0	0	0	0	0	0	0	0	0	6	0	9	0	0	4	16	1	3	4	2	14	2	2	0	19	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;uncultured;uncultured Saprospiraceae bacterium	0	5	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Amoebophilaceae;Candidatus Amoebophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Cyclobacterium	1	2	0	0	0	0	1	1	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	2	1	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvivirga	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	24	31	0	428	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marivirga	1	0	0	24	0	0	0	0	35	0	0	0	0	127	0	0	3	1	0	23	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Reichenbachiella	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Roseivirga	49	0	0	0	0	0	0	0	0	1	0	1	0	0	5	4	0	0	0	0	2	0	1	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured	0	2	19	8	32	0	5	2	3	1	1	0	5	15	3	1	3	0	1	84	0	1	0	0	1	12	2	1
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Arcicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Brumimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Wandonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured	0	0	1	1	3	0	0	1	0	0	0	1	0	4	0	0	1	0	0	4	0	0	0	0	0	0	0	7
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Actibacter	0	0	3	0	1	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Algibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter	3	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Arenibacter	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Ascidiimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Eudoraea	0	0	1	0	2	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	4	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gaetbulibacter	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Joostella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutimonas	1	0	4	0	1	0	1	0	0	2	0	2	3	1	0	1	0	0	0	0	0	1	1	0	0	6	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas	0	0	1	0	3	0	0	0	0	0	0	0	1	0	2	4	0	0	1	0	3	0	0	0	3	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda	1	10	0	35	0	0	16	11	2	1	18	3	3	86	5	1	7	7	5	349	0	2	0	0	1	1	0	11
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muriicola	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Robiginitalea	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	8	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Ulvibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Schleiferiaceae;Schleiferia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;ML602M-17;uncultured organism;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;ADurb.Bin408;uncultured bacterium	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;AKYH767;uncultured bacterium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;CMW-169;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;E6aC02;uncultured organism	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;GWF2-29-10;Bacteroidetes bacterium GWF2_29_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;KD1-131;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;KD1-131;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;bioreactor metagenome	3	1	0	0	0	0	1	2	0	9	1	8	1	0	0	3	0	0	8	1	0	2	0	0	14	11	2	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;NA	1	1	4	8	8	0	0	2	2	19	2	17	5	18	18	31	1	0	5	0	10	6	2	0	2	121	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;uncultured bacterium	52	2	6	5	6	0	2	4	0	11	0	71	9	15	21	39	0	6	6	3	19	2	11	0	4	85	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;uncultured Bacteroidetes bacterium	0	0	1	0	2	0	0	1	0	0	0	0	1	6	0	2	0	0	1	0	0	0	1	0	0	16	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;uncultured Cytophagales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;uncultured organism	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	3	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;uncultured sediment bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	2	0	0	0	0	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NA;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12 marine group;uncultured bacterium	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	1
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;S15A-MN91;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;SBYC-2600;uncultured organism	0	0	0	0	0	0	0	0	0	11	0	25	0	2	1	3	0	0	0	0	9	0	2	0	0	2	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;ST-12K33;NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;ST-12K33;uncultured organism	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Chlorobia;Chlorobiales;Chlorobiaceae;NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris	26	1	0	0	0	0	3	1	0	282	1	24	11	1	1126	1868	5	9	264	81	830	15	546	0	174	575	17	2
Bacteria;Bacteroidetes;Chlorobia;Chlorobiales;Chloroherpetonaceae;Chloroherpeton	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	15	0	0	12	0	2	1	1	0	9	1	0	1
Bacteria;Bacteroidetes;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;IheB3-7	7	9	2	2	0	0	6	4	0	12	2	7	11	1	2	8	7	5	4	7	3	16	0	0	2	1	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;NA	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Ignavibacteriales;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Ignavibacteriales;PHOS-HE36;NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Ignavibacteriales;PHOS-HE36;uncultured bacterium	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Kryptoniales;BSV26;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Kryptoniales;MSB-3C8;NA	5	0	2	0	0	0	2	3	0	4	3	8	10	7	10	10	1	1	3	0	3	2	1	0	2	33	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Kryptoniales;MSB-3C8;uncultured bacterium	2	1	5	0	1	0	6	5	2	1	2	2	16	5	10	9	0	0	0	0	0	10	0	0	0	10	0	0
Bacteria;Bacteroidetes;Ignavibacteria;Kryptoniales;MSB-3C8;uncultured Ignavibacteriales bacterium	0	0	1	0	0	0	0	0	1	2	1	12	6	5	4	13	0	1	2	0	5	6	0	0	0	26	2	0
Bacteria;Bacteroidetes;Ignavibacteria;OPB56;NA;NA	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0
Bacteria;Bacteroidetes;Ignavibacteria;OPB56;uncultured bacterium;uncultured bacterium	35	3	1	0	0	0	7	1	0	14	0	1	1	2	10	23	1	3	1	16	14	23	1	0	6	4	0	0
Bacteria;Bacteroidetes;Ignavibacteria;OPB56;uncultured organism;uncultured organism	0	0	0	0	0	0	1	0	0	3	0	1	0	0	2	2	1	0	1	3	1	0	0	0	1	0	0	0
Bacteria;Bacteroidetes;NA;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;Gracilimonas	3	3	0	4	0	0	3	1	1	0	1	0	0	2	0	0	1	2	0	4	0	1	0	0	9	1	0	0
Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;Soortia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;uncultured	52	16	1	6	2	0	9	3	0	24	16	3	4	7	9	34	5	17	4	429	5	12	0	0	14	4	0	3
Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured	0	0	1	4	2	0	0	0	4	0	1	0	1	9	0	3	0	0	2	0	0	1	0	0	8	1	0	0
Bacteria;BHI80-139;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;BRC1;metagenome;metagenome;metagenome;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;BRC1;NA;NA;NA;NA	0	0	1	0	0	0	0	0	4	10	0	1	0	1	2	5	3	2	2	11	4	3	1	0	1	6	0	0
Bacteria;BRC1;NA;NA;NA;uncultured bacterium	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;BRC1;NA;NA;NA;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;BRC1;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	18	24	10	3	18	0	19	9	3	30	19	11	13	13	9	18	4	4	4	22	7	3	3	0	31	26	0	2
Bacteria;BRC1;uncultured candidate division BRC1 bacterium;uncultured candidate division BRC1 bacterium;uncultured candidate division BRC1 bacterium;uncultured candidate division BRC1 bacterium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;BRC1;uncultured organism;uncultured organism;uncultured organism;uncultured organism	1	3	14	3	12	0	3	6	2	14	2	19	19	13	20	55	1	0	10	9	35	49	9	0	3	79	3	3
Bacteria;BRC1;uncultured soil bacterium PBS-III-18;uncultured soil bacterium PBS-III-18;uncultured soil bacterium PBS-III-18;uncultured soil bacterium PBS-III-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae;Caldithrix	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	1	0	0	0	1	0	0
Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae;Calorithrix	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae;NA	0	0	0	1	6	0	1	0	0	4	0	10	7	2	6	22	2	1	4	0	9	1	6	0	1	35	0	0
Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae;SM23-31	0	1	9	3	2	0	0	0	0	28	0	40	8	6	69	70	0	1	17	0	40	5	25	0	2	72	0	0
Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae;uncultured bacterium	0	2	14	2	16	0	2	10	0	20	1	28	11	6	27	21	1	3	8	0	17	6	10	0	4	44	1	0
Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae;uncultured Deferribacteres bacterium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae;uncultured organism	0	0	8	2	10	0	3	3	0	7	0	23	5	3	17	37	4	5	4	0	16	8	6	0	0	142	0	0
Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Chlamydiae;LD1-PA32;metagenome;metagenome;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Bacteria;Chlamydiae;LD1-PA32;NA;NA;NA	0	0	1	1	2	0	0	0	0	3	0	2	1	0	0	3	0	0	0	2	0	0	1	0	1	2	1	0
Bacteria;Chlamydiae;LD1-PA32;NA;uncultured organism;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Chlamydiae;LD1-PA32;uncultured bacterium;uncultured bacterium;uncultured bacterium	0	0	6	0	1	0	0	1	0	0	0	1	6	3	3	5	0	0	0	0	5	0	2	0	2	10	0	0
Bacteria;Chlamydiae;LD1-PA32;uncultured Clostridiales bacterium;uncultured Clostridiales bacterium;uncultured Clostridiales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Chlamydiae;LD1-PA32;uncultured organism;uncultured organism;uncultured organism	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2	0	0	1	0	0	0	4	0	0
Bacteria;Chlamydiae;LD1-PA32;uncultured sediment bacterium;uncultured sediment bacterium;uncultured sediment bacterium	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;ADurb.Bin180;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;ADurb.Bin180;uncultured bacterium;uncultured bacterium	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;ADurb.Bin120	0	0	3	1	0	0	0	0	0	0	0	3	1	4	0	6	0	1	3	0	2	2	0	0	0	6	0	0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolineaceae UCG-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;GWD2-49-16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
